movie_id,actor_id
10060,1812
10060,20950
10060,26538
10060,32270
10060,493
10060,775
10062,10655
10062,1087
10062,13059
10062,3708
10062,464
10062,7324
10063,12754
10063,17069
10063,17159
10063,20951
10063,2948
10063,4035
10064,120
10064,29
10064,549
10064,7888
10064,790
10064,883
10065,118
10065,1788
10065,18397
10065,208
10065,333
10065,963
10066,11289
10066,24098
10066,657
10066,7888
10066,9429
10066,9849
10067,2054
10067,2114
10067,32271
10067,3920
10067,8089
10067,8420
10069,159
10069,223
10069,32272
10069,443
10069,5356
10069,5893
1007,1468
1007,164
1007,1756
1007,396
1007,457
1007,55
10073,1669
10075,3840
10075,3921
10075,5309
10075,6045
10075,8141
10075,9676
10076,1
10076,1654
10076,1892
10076,4032
10076,4491
10076,455
10077,1614
10077,17042
10077,1848
10077,20550
10077,3204
10077,3581
10078,1416
10078,15401
10078,32273
10078,3308
10078,5800
10078,8291
10079,1680
10079,503
10079,5232
10079,5531
10079,7746
10079,893
1008,12702
1008,18213
1008,431
1008,676
1008,7319
1008,7339
10081,13059
10081,16949
10081,273
10081,340
10081,3652
10081,709
10084,26540
10084,3418
10084,3511
10084,3922
10084,959
10084,9631
10085,1217
10085,1234
10085,3923
10085,3958
10085,5358
10085,6085
10086,13666
10086,20952
10086,312
10086,522
10086,7097
10086,9530
10087,15402
10087,2373
10087,2466
10087,26541
10087,567
10087,9850
10088,1724
10088,19
10088,3508
10088,713
10088,8831
10088,9530
10089,214
10089,32274
10089,5547
10089,6605
10089,8836
10089,9851
1009,1038
1009,44
1009,6341
1009,668
1009,737
1009,764
10090,20953
10090,20992
10090,3429
10090,713
10090,9461
10090,9533
10091,1121
10091,15439
10091,3663
10091,6840
10091,8861
10091,9852
10094,1001
10094,18291
10094,1900
10094,3908
10094,429
10094,7059
10095,103
10095,2437
10095,3940
10095,5355
10095,600
10095,9676
10096,13183
10096,32275
10096,679
10096,8147
10096,906
10096,9683
10097,1050
10097,2633
10097,3349
10097,3444
10097,3924
10097,5308
10098,15403
10098,20954
10098,26542
10098,312
10098,32276
10098,3925
101,1051
101,17911
101,29142
101,3993
101,5703
101,91
1010,10968
1010,11844
1010,14
1010,1836
1010,22061
1010,273
10101,15404
10101,20955
10101,26543
10101,32277
10101,3926
10101,9853
10102,11053
10102,1649
10102,26544
10102,3571
10102,4158
10102,5800
10104,104
10104,1103
10104,15333
10104,20956
10104,8501
10104,945
10105,11981
10105,15405
10105,1671
10105,20957
10105,32278
10105,915
10106,1561
10106,1934
10106,3065
10106,3482
10106,37
10106,887
10107,11567
10107,15406
10107,20958
10107,32279
10107,3927
10107,9854
10108,12360
10108,1848
10108,3928
10108,5290
10108,7042
10108,862
10109,11842
10109,1593
10109,32280
10109,3318
10109,3668
10109,3780
1011,255
1011,4410
1011,5847
1011,648
1011,669
1011,8633
10111,1053
10111,15426
10111,1900
10111,26658
10111,27
10111,3327
10112,2197
10112,2241
10112,29271
10112,5091
10112,5535
10112,602
10113,15407
10113,22818
10113,26545
10113,3739
10113,3762
10113,3929
10114,15408
10114,20959
10114,3930
10114,4140
10114,6183
10114,9855
10116,2183
10116,2585
10116,2837
10116,32281
10116,3732
10116,7737
10118,20960
10118,32282
10118,3722
10118,5531
10118,666
10118,848
10119,126
10119,17517
10119,32283
10119,3931
10119,5627
10119,7405
1012,1
1012,1509
1012,1985
1012,2642
1012,3487
1012,3645
10120,20961
10120,26546
10120,32284
10120,3932
10120,626
10120,9856
10121,2902
10121,32285
10121,3933
10121,4005
10121,6302
10123,10545
10123,17230
10123,3934
10123,4011
10123,6833
10123,9430
10127,15409
10127,20962
10127,26547
10127,32286
10127,3379
10127,3935
10129,1197
10129,15410
10129,26548
10129,32287
10129,3936
10129,5586
1013,18214
1013,273
1013,4676
1013,670
10130,1643
10130,2613
10130,27
10130,2966
10130,32288
10130,9446
10131,1050
10131,15411
10131,22794
10131,32289
10131,3937
10131,9857
10132,15170
10132,15412
10132,2065
10132,20963
10132,21567
10132,6230
10133,11808
10133,15305
10133,15413
10133,20964
10133,3682
10133,5927
10134,14934
10134,26549
10134,3938
10134,447
10134,9858
10135,13765
10135,1879
10135,19358
10135,5772
10135,5987
10135,966
10136,20965
10136,3844
10136,3917
10136,5714
10136,9403
10136,9859
10138,15414
10138,20966
10138,26550
10138,32290
10138,706
10138,9860
1014,1070
1014,15298
1014,29450
1014,312
1014,54
1014,8501
10141,1459
10141,3384
10141,3516
10141,3668
10141,870
10141,9752
10142,20967
10142,26551
10142,31880
10142,3939
10142,415
10142,8797
10147,1187
10147,15415
10147,18534
10147,26552
10147,6003
10147,6667
10148,10645
10148,15416
10148,20968
10148,32291
10148,3940
10148,9861
10149,1405
10149,169
10149,3380
10149,485
10149,7729
10149,9425
1015,13756
1015,18215
1015,2051
1015,273
1015,29037
1015,5840
10150,1011
10150,1705
10150,26553
10150,32292
10150,787
10150,9828
10153,1103
10153,1519
10153,22694
10153,268
10153,37
10153,6775
10154,18541
10154,20969
10154,26554
10154,3434
10154,3941
10154,7770
10157,20970
10157,2669
10157,321
10157,3586
10157,3982
10157,6261
10159,15417
10159,20971
10159,26555
10159,32293
10159,3942
10159,9862
1016,14934
1016,3841
1016,3929
1016,3934
1016,5048
1016,671
10160,1691
10160,23534
10160,3888
10160,5242
10160,5419
10160,906
10162,1083
10162,1285
10162,3973
10162,5238
10162,608
10162,692
10163,32294
10163,3629
10163,3943
10163,4550
10163,5611
10163,9863
10164,15418
10164,1826
10164,20972
10164,2134
10164,2746
10164,32295
10167,1123
10167,26556
10167,3474
10167,466
10167,495
10167,7047
10168,13179
10168,15333
10168,15419
10168,3563
10168,3944
10168,4061
10169,1019
10169,1123
10169,120
10169,884
10169,913
10169,945
1017,10757
1017,12703
1017,18216
1017,23789
1017,29451
1017,4982
1017,5446
1017,672
10171,15210
10171,15420
10171,20973
10171,3945
10171,632
10171,6647
10172,20329
10172,3766
10172,7319
10172,9
10172,9462
10172,963
10173,1916
10173,20974
10173,2568
10173,26557
10173,32296
10173,5807
10176,1415
10176,15086
10176,26558
10176,32297
10176,3331
10176,9396
10177,1096
10177,1636
10177,189
10177,1934
10177,4081
10177,7591
10178,196
10178,20975
10178,26559
10178,429
10178,47
10178,8869
1018,23790
1018,4074
1018,4128
1018,5625
1018,673
1018,7115
10180,14934
10180,26079
10180,3302
10180,3853
10180,491
10180,9864
10185,20976
10185,22832
10185,495
10185,6634
10185,7147
10185,9530
10186,15421
10186,20977
10186,26560
10186,32298
10186,484
10186,6287
10188,20970
10188,32299
10188,3903
10188,3946
10188,4002
10188,401
10189,11653
10189,26561
10189,3869
10189,3947
10189,5265
10189,7746
1019,11124
1019,13253
1019,24314
1019,3192
1019,43
1019,7394
10192,11107
10192,1303
10192,13303
10192,1439
10192,14939
10192,15234
10192,204
10192,2396
10192,3702
10192,3939
10192,9205
10192,9673
10194,1099
10194,121
10194,397
10194,549
10194,5703
10194,598
10195,11020
10195,26562
10195,274
10195,3475
10195,898
10195,9460
10196,17270
10196,26563
10196,3657
10196,3948
10196,543
10196,9716
10197,15422
10197,20978
10197,26564
10197,32300
10197,3949
10197,9865
10198,188
10198,3802
10198,5478
10198,671
10198,8055
10198,8869
10199,12922
10199,14940
10199,2405
10199,6015
10199,9833
10199,9866
102,12431
102,1301
102,17912
102,23510
102,6807
102,92
1020,277
1020,340
1020,3893
1020,4006
1020,674
1020,872
10200,15423
10200,20979
10200,32301
10200,3950
10200,8718
10200,9867
10203,1667
10203,28647
10203,3380
10203,3495
10203,3550
10203,6364
10204,1079
10204,15267
10204,26565
10204,3447
10204,5528
10204,963
10205,15425
10205,26566
10205,2672
10205,32303
10205,3952
10205,9869
10206,12544
10206,15004
10206,32304
10206,3506
10206,5236
10206,5786
10207,15426
10207,16522
10207,32305
10207,3953
10207,6671
10207,9870
10208,1090
10208,1136
10208,1445
10208,3715
10208,4729
10208,666
10209,15427
10209,2038
10209,20980
10209,2480
10209,26567
10209,32306
10209,328
10209,3341
10209,3490
10209,350
10209,5995
10209,9871
1021,1003
1021,12102
1021,12704
1021,18422
1021,230
1021,675
10211,1094
10211,16941
10211,213
10211,2546
10211,32307
10211,3550
10212,12689
10212,3004
10212,3149
10212,366
10212,520
10212,6647
10213,1210
10213,15428
10213,21576
10213,3954
10213,6880
10213,9872
10215,1103
10215,12349
10215,26568
10215,32308
10215,3453
10215,676
10216,15429
10216,20981
10216,26569
10216,32309
10216,3955
10216,9873
10218,16949
10218,24425
10218,3561
10218,601
10218,7456
10218,9555
10219,15430
10219,20982
10219,317
10219,5746
10219,9446
10219,9550
1022,1156
1022,1953
1022,281
1022,480
1022,5893
1022,676
10224,13652
10224,14206
10224,15431
10224,1926
10224,25297
10224,8136
10225,16542
10225,16730
10225,1751
10225,17571
10225,2927
10225,910
10227,1605
10227,32310
10227,516
10227,6650
10227,6935
10227,9584
10228,13361
10228,15432
10228,26570
10228,32311
10228,3956
10228,9874
1023,18217
1023,23791
1023,29452
1023,3398
1023,677
1023,7116
10231,14935
10231,177
10231,3187
10231,32312
10231,490
10231,9875
10232,1050
10232,12111
10232,3957
10232,5260
10232,5542
10232,9071
10233,15433
10233,26571
10233,32313
10233,3372
10233,3958
10233,8980
10234,3149
10234,3479
10234,3585
10234,366
10234,3959
10234,5482
10235,1552
10235,1812
10235,23943
10235,2546
10235,3885
10235,815
10239,103
10239,2005
10239,2886
10239,32314
10239,585
10239,797
1024,1111
1024,12705
1024,18218
1024,29453
1024,3090
1024,9
10242,15434
10242,15566
10242,20983
10242,24990
10242,3960
10242,4062
10244,2521
10244,3961
10246,1259
10246,2707
10246,3962
10247,132
10247,142
10247,351
10247,495
10247,5286
10247,585
10248,12357
10248,231
10248,396
10248,501
10248,7403
10248,949
10249,15435
10249,3963
10249,9876
1025,12678
1025,12706
1025,21223
1025,624
1025,678
1025,7117
10250,20932
10250,3500
10250,5451
10250,5748
10250,647
10250,822
10255,10042
10255,24473
10255,489
10255,736
10255,9530
10255,9978
10256,1063
10256,20984
10256,2480
10256,32315
10256,333
10256,9877
10257,172
10257,20985
10257,26572
10257,32316
10257,3471
10257,884
10258,15436
10258,20522
10258,2816
10258,3964
10258,5246
10258,580
10259,15437
10259,20986
10259,26573
10259,32317
10259,3965
10259,9878
1026,1183
1026,23792
1026,3586
1026,5894
1026,679
1026,872
10261,15333
10261,2932
10261,3650
10261,4070
10261,452
10261,8141
10262,17670
10262,32318
10262,3966
10262,509
10262,575
10262,953
10263,32319
10263,3960
10263,3967
10263,7138
10263,776
10263,9879
10266,1312
10266,24433
10266,3968
10266,9608
10266,9880
10266,9943
10267,1074
10267,13422
10267,1747
10267,315
10267,5456
10267,7431
10268,2251
10268,26574
10268,3612
10268,3969
10268,6050
10268,9928
10269,1009
10269,1152
10269,3549
10269,3564
10269,3858
10269,9881
1027,12707
1027,18219
1027,23793
1027,29454
1027,680
1027,7118
10270,1424
10270,15438
10270,26353
10270,32320
10270,3834
10270,763
10271,15439
10271,20987
10271,294
10271,6224
10271,7113
10271,9602
10272,13690
10272,20988
10272,26575
10272,32321
10272,3970
10272,9882
10274,18344
10274,26576
10274,32322
10274,3971
10274,4560
10274,708
10275,32323
10275,3972
10275,5460
10275,8415
10275,9470
10275,9883
10276,1143
10276,15299
10276,15440
10276,17574
10276,2283
10276,3946
10277,15441
10277,321
10277,3488
10277,52
10277,5358
10277,647
10278,1329
10278,1907
10278,5241
10278,7444
10278,833
10278,912
10279,15149
10279,1659
10279,20989
10279,294
10279,6085
10279,9884
1028,12199
1028,158
1028,17188
1028,17336
1028,23794
1028,273
1028,2786
1028,294
1028,309
1028,4560
1028,737
1028,895
10280,104
10280,217
10280,2413
10280,3354
10280,3427
10280,857
10281,194
10281,3715
10281,3768
10281,631
10281,817
10281,9403
10284,12197
10284,286
10284,32324
10284,3426
10284,9426
10284,9885
10285,15442
10285,1892
10285,20750
10285,20990
10285,26577
10285,9649
10288,15299
10288,1894
10288,20991
10288,29081
10288,303
10288,320
10288,5441
10288,5456
10288,5703
10288,590
10288,779
10288,817
1029,12708
1029,18220
1029,23795
1029,3723
1029,681
1029,7119
10292,1218
10292,14987
10292,2403
10292,832
10292,960
10292,9639
10293,11855
10293,15111
10293,224
10293,26578
10293,32325
10293,9886
10294,11655
10294,205
10294,20992
10294,26579
10294,3793
10294,5503
10295,15443
10295,20993
10295,26580
10295,32326
10295,3590
10295,9887
10296,1290
10296,1636
10296,22
10296,3708
10296,520
10296,693
10297,1559
10297,32327
10297,3650
10297,6195
10297,6432
10297,936
103,11396
103,1279
103,12846
103,468
103,6221
103,93
1030,12709
1030,1943
1030,2039
1030,23796
1030,29455
1030,65
10301,12050
10301,1812
10301,2565
10301,3973
10301,5529
10301,590
10302,14558
10302,25670
10302,2999
10302,3065
10302,3162
10302,335
10303,15444
10303,20994
10303,26581
10303,32328
10303,3974
10303,9888
10304,15445
10304,20995
10304,26582
10304,32329
10304,3975
10304,9889
10305,1471
10305,21061
10305,26583
10305,3309
10305,3765
10305,9673
10306,20996
10306,3182
10306,3421
10306,3976
10306,5995
10306,6238
1031,12710
1031,18221
1031,2413
1031,3080
1031,682
1031,7120
10312,12351
10312,20840
10312,294
10312,3628
10312,6136
10312,6833
10313,15446
10313,20997
10313,22188
10313,3560
10313,6719
10313,9890
10314,32330
10314,3494
10314,3708
10314,74
10314,7815
10314,908
10317,15374
10317,15447
10317,16808
10317,20698
10317,3977
10317,9891
10318,1362
10318,277
10318,3448
10318,49
10318,768
10318,815
10319,1415
10319,15086
10319,20636
10319,3331
10319,3773
10319,4040
1032,12711
1032,21914
1032,29456
1032,416
1032,6766
1032,683
10320,1110
10320,32331
10320,3471
10320,3571
10320,3922
10320,6564
10321,13101
10321,1460
10321,1801
10321,1927
10321,2140
10321,32332
10322,1311
10322,15350
10322,15448
10322,1751
10322,3766
10322,5982
10323,126
10323,1441
10323,32333
10323,5417
10323,633
10323,9892
10324,1337
10324,3598
10324,3973
10324,402
10324,429
10324,556
10326,10418
10326,23186
10326,273
10326,32334
10326,5985
10326,7491
10327,1143
10327,15449
10327,26584
10327,32335
10327,5800
10327,9893
10328,1677
10328,26585
10328,3690
10328,5921
10328,6186
10328,9905
10329,2642
10329,3345
10329,4040
10329,5542
10329,6175
10329,7817
1033,12712
1033,12830
1033,23797
1033,29457
1033,2986
1033,684
10331,1405
10331,15450
10331,23473
10331,32336
10331,3945
10331,3978
10332,15451
10332,20998
10332,26586
10332,3979
10332,4833
10332,9699
10333,15452
10333,20999
10333,26587
10333,32337
10333,3980
10333,5500
10334,1259
10334,1983
10334,2211
10334,579
10334,6937
10334,7473
10335,21000
10335,26588
10335,4081
10335,454
10335,567
10335,9490
10337,120
10337,14954
10337,22469
10337,2378
10337,5867
10337,9894
10338,14467
10338,15356
10338,2367
10338,26589
10338,3981
10338,9550
10339,15453
10339,4021
10339,437
10339,5469
10339,7030
10339,7645
1034,1026
1034,14952
1034,177
1034,23798
1034,29458
1034,3983
10340,26590
10340,32338
10340,3982
10340,5250
10340,6048
10340,6788
10343,15142
10343,200
10343,21001
10343,5356
10343,7911
10343,949
10344,11102
10344,26591
10344,3149
10344,32339
10344,3983
10344,6677
10345,1136
10345,2403
10345,32340
10345,326
10345,5419
10345,6320
10347,1539
10347,15454
10347,26592
10347,32341
10347,3300
10347,3905
10348,11897
10348,19324
10348,26593
10348,2712
10348,3984
10348,9895
10349,13249
10349,15455
10349,1972
10349,21002
10349,2113
10349,3724
1035,1788
1035,2490
1035,4103
1035,547
1035,6
1035,685
10350,15456
10350,21003
10350,26594
10350,32342
10350,3985
10350,9896
10352,11
10352,12269
10352,1472
10352,21004
10352,3323
10352,9897
10353,16843
10353,21005
10353,2819
10353,3209
10353,3986
10353,3987
10354,26595
10354,32343
10354,3986
10354,3987
10354,5878
10354,6962
10355,15291
10355,15416
10355,15457
10355,3988
10355,7871
10355,9898
10357,12288
10357,15458
10357,17954
10357,3989
10357,7810
10357,9899
10358,115
10358,1279
10358,277
10358,314
10358,3990
10358,6370
1036,125
1036,12713
1036,18222
1036,23799
1036,29459
1036,7121
10360,1266
10360,5531
10360,607
10360,6452
10360,832
10360,9403
10361,11465
10361,2085
10361,32344
10361,3519
10361,3576
10361,5456
10363,18089
10363,2963
10363,32345
10363,338
10363,3483
10363,6074
10366,1663
10366,21006
10366,2474
10366,3991
10366,7546
10366,8135
10369,1197
10369,227
10369,3524
10369,3550
10369,3919
10369,9608
1037,12714
1037,13271
1037,18114
1037,29460
1037,686
1037,7122
10370,21007
10370,26596
10370,28085
10370,482
10370,6773
10370,9783
10371,1662
10371,32346
10371,489
10371,5379
10371,5407
10371,5800
10372,11460
10372,18032
10372,18506
10372,3109
10372,40
10372,7766
10374,1498
10374,17517
10374,21008
10374,4035
10374,5698
10374,6175
10375,113
10375,16817
10375,26597
10375,3526
10375,600
10376,13441
10376,18149
10376,3026
10376,3038
10376,3119
10376,7159
10378,108
10378,3858
10378,6741
10378,8501
10378,861
10378,9701
10379,1099
10379,1246
10379,300
10379,375
10379,3856
10379,7499
1038,16404
1038,23800
1038,29461
1038,562
1038,5652
1038,687
10380,15459
10380,21009
10380,26598
10380,32347
10380,551
10380,9900
10382,15460
10382,21010
10382,26599
10382,29608
10382,3992
10382,9901
10384,101
10384,11374
10384,14958
10384,16845
10384,18569
10384,22327
10384,2546
10384,27927
10384,5688
10384,760
10384,925
10385,10645
10385,1087
10385,24891
10385,2546
10385,5642
10385,9395
10386,15461
10386,21011
10386,3625
10386,42
10386,663
10386,7937
10387,26164
10387,37
10387,3702
10387,3993
10387,499
10387,7604
10388,130
10388,1406
10388,21012
10388,26600
10388,530
10388,9584
10389,1280
10389,1548
10389,26601
10389,32348
10389,3314
10389,8
1039,18223
1039,206
1039,23801
1039,29462
1039,7123
1039,7180
10390,12498
10390,1600
10390,1985
10390,3524
10390,3994
10390,9902
10391,15462
10391,21013
10391,23269
10391,28820
10391,3995
10391,9903
10393,1285
10393,1406
10393,26602
10393,32349
10393,3591
10393,5863
10394,10026
10394,112
10394,1197
10394,29689
10394,3526
10394,908
10395,130
10395,13060
10395,1614
10395,2461
10395,27788
10395,7564
10396,3996
10397,1483
10397,1600
10397,2492
10397,32350
10397,3445
10397,368
104,12432
104,13888
104,17913
104,19002
104,6808
104,94
1040,1434
1040,154
1040,180
1040,261
1040,5133
1040,93
10400,1277
10400,15113
10400,20562
10400,2110
10400,496
10400,9525
10402,1539
10403,1320
10403,1363
10403,21014
10403,7193
10403,74
10403,9904
10406,15463
10406,22985
10406,3762
10406,4036
10406,6404
10406,9905
10407,21015
10407,2633
10407,3027
10407,3265
10407,5379
10407,7271
1041,10008
1041,18224
1041,26322
1041,312
1041,7124
1041,7543
10410,10001
10410,11809
10410,21016
10410,26603
10410,3997
10410,9906
10411,11031
10411,15464
10411,21017
10411,26604
10411,327
10411,5681
10412,14957
10412,3562
10412,3998
10412,4028
10412,833
10412,9907
10415,1257
10415,15465
10415,1667
10415,3440
10415,5358
10416,12775
10416,2095
10416,327
10416,3784
10416,5973
10416,796
10419,15466
10419,21018
10419,26605
10419,32351
10419,3999
10419,9908
1042,16949
1042,330
1042,6404
1042,688
1042,7125
1042,9391
10422,15319
10422,1576
10422,3415
10422,5112
10422,762
10422,9725
10423,1395
10423,1680
10423,32352
10423,3650
10423,503
10423,9642
10425,1894
10425,31996
10425,3946
10425,607
10425,7653
10425,945
10426,15240
10426,15467
10426,30052
10426,483
10426,6894
10426,9909
10427,21019
10427,26606
10427,32353
10427,3437
10427,7161
10427,9910
10428,1560
10428,17109
10428,3423
10428,4000
10428,5535
10428,6788
1043,11426
1043,130
1043,16897
1043,1993
1043,27987
1043,29095
1043,33731
1043,5742
1043,633
1043,6809
1043,84
1043,8906
10430,13774
10430,14987
10430,3726
10430,3858
10430,4001
10430,4009
10431,15468
10431,309
10431,3622
10431,3657
10431,4002
10431,875
10432,11425
10432,32354
10432,3300
10432,6190
10432,8543
10432,868
10434,15469
10434,21020
10434,26607
10434,32355
10434,4003
10434,6827
10436,1026
10436,12346
10436,320
10436,6943
10436,7066
10436,7385
10437,15470
10437,26608
10437,32356
10437,597
10437,7807
10437,9911
10438,11576
10438,1499
10438,15326
10438,3538
10438,6791
10438,9623
1044,12963
1044,2056
1044,2521
1044,689
1044,8130
1044,973
10440,15471
10440,1838
10440,19279
10440,21021
10440,32357
10440,4004
10441,2097
10441,3417
10441,4049
10441,8141
10441,883
10442,3627
10442,9912
10443,1362
10443,366
10443,5456
10443,6
10443,8810
10443,940
10446,15472
10446,167
10446,22842
10446,3527
10446,446
10446,66
10447,32358
10447,3344
10447,4005
10447,5407
10447,9913
10447,9924
10448,1
10448,1050
10448,1283
10448,31282
10448,3407
10448,9706
10449,17001
10449,17302
10449,1963
10449,26347
10449,4006
10449,9570
1045,18349
1045,26460
1045,6456
1045,690
1045,790
1045,8
10450,1416
10450,3687
10450,4007
10450,489
10450,524
10450,5642
10454,1839
10454,2613
10454,3027
10454,426
10454,520
10454,5389
1046,12715
1046,18225
1046,23802
1046,29463
1046,691
1046,7126
10460,11698
10460,15276
10460,15473
10460,2251
10460,3645
10460,959
10461,108
10461,11229
10461,1225
10461,15081
10461,1521
10461,16710
10461,21022
10461,22191
10461,298
10461,33480
10461,3453
10461,3853
10464,10568
10464,1379
10464,3181
10464,32359
10464,5160
10464,9914
10465,1123
10465,1379
10465,14013
10465,524
10465,5869
10465,747
10467,1990
10467,26609
10467,32360
10467,3649
10467,3721
10467,3767
10468,12568
10468,159
10468,1902
10468,3550
10468,3766
10468,446
1047,12494
1047,213
1047,26155
1047,6826
1047,6951
1047,7127
10470,11844
10470,1380
10470,19443
10470,2241
10470,3065
10470,764
10471,1045
10471,11806
10471,1573
10471,1768
10471,1864
10471,2056
10471,26610
10471,28743
10471,3754
10471,3841
10471,447
10471,6459
10472,132
10472,1663
10472,1788
10472,4008
10472,5531
10472,7378
10474,1768
10474,26611
10474,2695
10474,32361
10474,7573
10474,9915
10475,12047
10475,2041
10475,4009
10475,5261
10475,760
10475,805
10476,2730
10476,3492
10476,52
10476,544
10476,569
10476,585
10477,12447
10477,14
10477,3840
10477,4010
10477,803
10477,948
10478,13098
10478,15565
10478,3550
10478,7744
10478,9621
10478,9916
1048,12088
1048,210
1048,3526
1048,3656
1048,608
1048,692
10481,2126
10481,3598
10481,3797
10481,504
10481,547
10481,583
10485,162
10486,12887
10486,21023
10486,496
10486,5625
10486,83
10486,929
10487,15368
10487,32362
10487,3343
10487,3880
10487,4011
10487,9606
10488,15474
10488,204
10488,32363
10488,333
10488,376
10488,7720
10489,1240
10489,15475
10489,32364
10489,4012
10489,7066
10489,7566
1049,11353
1049,1402
1049,3354
1049,432
1049,596
1049,693
10490,15476
10490,21024
10490,26612
10490,32365
10490,4013
10490,9917
10491,1087
10491,12690
10491,13469
10491,21025
10491,3472
10491,4014
10492,12268
10492,1561
10492,189
10492,3628
10492,4091
10492,712
10493,15477
10493,20625
10493,3308
10493,4015
10493,5388
10493,6156
10494,12689
10494,15478
10494,21026
10494,224
10494,3714
10494,7120
10496,10535
10496,15479
10496,26613
10496,32366
10496,4016
10496,9918
10497,1477
10497,188
10497,307
10497,5048
10497,6904
10497,9430
10498,132
10498,18051
10498,194
10498,549
10498,5531
10498,9
10499,1519
10499,1724
10499,3065
10499,4068
10499,499
10499,9
105,107
105,17914
105,6809
105,704
105,7149
105,95
1050,118
1050,12716
1050,18226
1050,23803
1050,29464
1050,7128
10500,15240
10500,179
10500,17922
10500,20636
10500,454
10500,7420
10501,1827
10501,3829
10501,3984
10501,6436
10501,91
10501,9919
10502,1521
10502,1615
10502,223
10502,3403
10502,3469
10502,3524
10504,2110
10504,2191
10504,26614
10504,32367
10504,3732
10504,4068
10507,11659
10507,20987
10507,21027
10507,4017
10507,9415
10507,9920
1051,101
1051,13072
1051,1354
1051,1461
1051,29465
1051,397
10511,1480
10511,167
10511,4679
10511,655
10511,806
10511,9788
10512,26615
10512,32013
10512,3472
10512,6295
10512,7940
10512,9623
10513,40
10513,4018
10513,429
10513,454
10513,5469
10513,768
10514,1561
10514,1667
10514,177
10514,1985
10514,3603
10514,375
10515,15480
10515,21028
10515,23182
10515,26616
10515,4019
10515,9921
10517,26618
10517,32368
10517,3323
10517,3627
10517,3628
10517,3641
10519,26619
10519,3483
10519,3834
10519,416
10519,6510
10519,8611
1052,12587
1052,12717
1052,18227
1052,5091
1052,694
1052,7129
10521,15191
10521,15481
10521,23769
10521,358
10521,9922
10522,15482
10522,21029
10522,273
10522,3834
10522,4541
10522,564
