movie_id,director_id
203,74
204,185
204,7175
204,7309
205,186
206,187
207,188
208,189
209,190
210,191
210,6194
211,192
212,193
212,3225
213,155
214,160
215,194
216,195
217,196
218,197
219,98
220,198
221,199
222,92
223,23
224,200
225,43
226,201
226,7176
227,202
228,203
229,24
230,160
231,156
231,204
232,205
233,206
234,207
235,90
236,208
237,209
237,6869
238,210
239,211
240,212
241,151
242,118
243,213
244,214
245,215
246,216
247,217
248,218
249,219
249,7177
250,220
250,6080
250,7178
251,221
252,222
253,223
254,224
254,7179
255,225
256,226
257,200
258,227
258,1100
259,228
260,229
261,18
262,126
263,69
264,230
265,231
266,232
267,233
268,234
269,235
270,236
271,173
272,237
273,238
274,239
275,240
276,241
277,242
278,243
279,244
280,245
281,58
282,246
283,45
284,247
284,552
284,1849
285,248
286,95
287,249
288,250
289,251
290,252
291,253
292,254
293,255
294,256
295,234
296,257
297,258
298,151
298,259
299,260
299,7180
300,261
301,262
302,263
303,264
304,265
305,266
306,267
307,268
308,269
309,270
310,271
311,272
312,153
312,273
313,274
314,275
315,276
316,277
317,278
318,99
319,279
320,280
320,438
322,184
323,281
324,103
325,167
326,282
327,283
328,284
329,285
330,286
331,287
331,2220
331,5599
332,288
332,479
333,42
334,45
335,69
336,289
337,290
338,291
339,292
340,293
341,294
341,1837
342,295
343,98
343,2394
344,296
345,42
346,297
347,298
348,257
349,299
349,350
350,300
351,301
352,173
353,302
354,220
355,303
356,304
357,305
357,7181
358,306
359,257
359,307
360,308
361,113
362,90
363,309
363,2657
363,5327
364,310
365,311
365,7182
366,312
367,313
367,7183
368,286
369,314
370,315
371,23
372,316
372,7184
373,317
374,318
374,7185
375,319
375,1738
376,320
377,321
378,322
379,54
380,323
381,146
382,324
382,1808
382,8077
383,225
384,226
385,325
386,326
387,327
388,328
388,7186
388,8078
389,329
390,330
391,331
392,332
393,333
394,334
395,335
396,220
397,235
398,336
399,337
399,1832
399,1889
400,120
401,338
401,6776
402,339
403,340
404,341
405,236
405,342
406,63
406,72
407,336
408,196
409,343
410,344
411,345
412,346
413,347
414,348
415,349
416,350
416,7187
416,7372
417,351
417,7188
417,8079
418,43
419,352
419,7189
420,17
421,321
422,23
423,91
423,353
424,354
425,355
426,356
426,7190
427,26
428,357
429,15
430,358
431,359
432,360
433,361
434,362
435,141
435,7191
436,7
436,7192
437,363
438,364
439,232
440,365
441,366
442,367
443,368
444,178
445,369
446,293
447,370
448,7
448,371
449,372
450,373
451,374
452,375
453,116
454,160
455,376
456,229
457,377
458,378
459,379
460,380
461,381
461,7193
462,382
463,383
464,378
465,384
466,347
466,385
467,386
467,7194
468,387
469,388
470,365
471,389
472,390
473,378
474,391
474,496
475,392
476,393
477,394
478,42
479,395
480,283
481,235
481,500
482,396
483,397
484,398
485,399
486,400
487,401
488,180
489,402
490,403
491,404
492,405
493,406
494,407
495,408
496,173
497,409
497,7195
498,335
499,410
500,411
501,412
502,413
503,414
504,415
505,416
506,417
507,418
508,419
509,420
510,421
511,422
512,137
513,423
514,424
514,667
515,425
516,426
517,38
518,427
519,428
519,531
520,429
520,7196
521,430
522,137
523,382
524,431
525,432
526,283
527,433
528,434
529,435
530,137
531,436
532,437
533,17
533,438
534,17
535,439
536,15
537,440
538,441
538,7197
539,48
539,442
540,443
541,444
542,445
543,446
544,447
545,126
545,448
546,449
547,450
548,451
548,5585
549,452
550,453
551,454
551,7198
552,455
552,7199
552,8080
553,456
554,457
555,43
556,458
556,7200
556,8081
557,18
558,459
559,425
559,1715
560,460
561,461
562,462
563,463
564,464
564,2192
565,465
566,466
567,467
567,938
568,295
569,153
570,416
571,468
572,48
573,469
573,7201
574,470
575,471
576,162
576,757
577,472
578,473
579,474
580,475
581,476
581,971
581,1407
582,477
582,7202
583,478
584,479
585,480
586,178
587,481
588,23
589,7
590,276
591,482
592,483
593,484
594,485
595,384
595,486
595,1045
596,487
597,488
598,489
599,490
600,232
601,491
601,7203
602,492
603,493
603,7204
604,5
605,494
606,31
607,142
608,495
609,496
610,497
611,498
612,499
613,500
614,501
615,502
616,503
617,504
618,336
619,505
620,506
621,160
622,212
623,507
624,92
625,266
626,196
627,155
628,508
629,509
629,2035
630,510
631,385
632,511
633,512
634,300
635,513
635,3235
636,92
637,514
638,515
638,1936
639,516
640,517
641,28
642,10
643,518
643,7205
644,519
645,411
645,520
646,45
647,521
647,7206
648,522
649,523
650,524
651,384
652,525
653,526
653,5917
654,527
654,7207
655,528
656,529
657,23
659,197
660,283
661,530
662,531
662,631
662,7208
663,532
663,3426
664,533
665,534
666,535
666,7209
667,536
668,537
669,538
669,649
670,151
671,539
672,540
673,541
674,542
675,543
676,544
677,545
677,7210
678,546
678,5478
679,100
680,547
680,7211
680,8082
681,548
682,317
683,549
684,550
685,551
686,552
686,1849
687,553
688,554
689,241
690,289
691,555
692,310
693,556
694,557
695,203
696,558
696,2846
696,7212
697,559
698,560
699,561
699,6370
700,360
701,562
702,77
703,563
704,564
705,565
706,566
707,153
708,63
709,567
710,568
711,569
711,1045
712,570
713,385
713,571
714,289
715,572
716,573
717,574
718,575
719,576
720,577
721,254
721,578
722,579
723,580
723,5480
724,581
725,440
726,582
727,7
728,466
729,583
730,584
730,7213
731,438
732,45
733,585
734,586
735,456
736,587
737,588
738,589
739,590
739,7214
740,591
741,592
742,196
743,583
744,439
745,423
746,106
747,593
748,51
749,594
750,595
751,596
752,597
753,598
754,317
755,599
756,476
756,839
757,167
758,600
759,601
760,602
761,603
762,57
763,604
764,605
765,606
766,49
767,607
768,608
769,609
769,1318
770,610
771,525
772,513
773,246
774,350
774,499
774,3251
774,7549
775,475
776,572
777,611
778,612
779,202
780,613
781,614
782,615
782,2644
783,257
784,616
785,69
786,617
787,618
788,1
789,619
790,620
791,621
792,121
792,622
792,5729
793,623
794,624
795,625
796,626
796,4291
797,627
798,628
799,628
800,86
801,168
802,629
803,467
804,310
805,378
806,160
806,2152
807,630
808,631
809,632
810,296
811,72
812,633
813,634
814,635
815,636
815,1691
816,499
817,637
817,7215
818,638
819,639
820,640
821,641
821,7216
822,642
823,643
824,69
825,644
826,645
827,622
827,5729
828,279
828,646
829,647
830,497
831,648
832,649
833,650
834,651
835,378
836,652
837,31
838,653
839,654
840,16
841,655
841,7217
842,89
843,656
844,657
845,658
846,256
846,1091
847,457
848,92
849,659
850,384
851,660
852,168
853,595
854,283
855,661
856,662
857,663
858,664
859,665
859,7218
860,666
861,263
862,667
862,7219
863,668
863,7220
864,669
865,670
866,60
867,671
868,672
869,673
870,674
871,675
872,243
873,676
874,77
875,677
876,426
877,678
878,679
879,680
880,681
880,7094
881,438
882,682
883,683
884,684
885,10
886,685
887,142
887,686
888,687
889,688
889,6556
890,689
891,690
891,1091
892,668
893,691
894,692
894,7221
895,21
896,693
896,5322
897,286
897,289
898,694
899,57
899,211
900,107
901,695
902,696
903,697
904,698
904,6302
905,699
906,700
907,663
907,2599
908,701
909,702
909,811
910,703
911,652
912,704
913,241
914,705
915,639
916,561
916,706
916,6370
917,398
918,707
919,708
920,358
921,709
921,7222
922,710
923,339
924,117
924,711
925,712
926,713
927,714
928,715
929,716
930,717
930,7223
931,718
932,10
933,719
933,5196
934,10
934,450
934,3283
934,7557
935,552
936,720
937,721
937,1478
937,7224
938,712
938,722
939,121
939,723
940,724
941,7
941,4323
942,725
943,726
944,727
944,7225
945,728
946,729
946,809
947,401
947,730
947,737
948,220
949,731
950,732
951,95
952,733
953,289
954,734
955,57
957,735
957,7226
958,736
959,317
960,63
960,1477
961,730
961,737
962,95
963,738
964,694
965,739
966,740
967,16
968,741
968,7227
969,742
970,302
971,743
972,450
973,257
974,744
974,1733
975,745
976,746
976,7228
976,8083
977,747
978,748
978,7229
979,649
980,749
981,750
982,751
983,752
984,178
985,95
986,466
987,753
988,309
989,754
990,755
990,1925
990,7230
991,756
992,162
992,757
993,423
994,613
995,600
995,758
996,759
997,474
997,760
998,92
999,761
1000,450
1001,762
1002,286
1003,763
1004,764
1005,765
1006,198
1007,543
1008,150
1009,766
1010,767
1011,768
1012,769
1013,770
1014,337
1014,771
1015,772
1016,773
1017,774
1017,4350
1018,775
1019,151
1020,378
1021,776
1022,777
1023,778
1024,779
1025,780
1025,1926
1025,8084
1026,781
1027,782
1028,21
1028,160
1029,783
1030,784
1031,568
1032,376
1033,785
1034,383
1035,786
1036,38
1037,787
1038,788
1039,103
1040,773
1041,789
1042,398
1043,204
1043,481
1044,790
1045,4
1045,7231
1046,791
1047,792
1048,793
1049,165
1050,794
1051,795
1052,796
1053,797
1054,798
1055,213
1056,778
1057,799
1058,800
1058,1836
1058,8085
1059,801
1060,325
1061,469
1062,802
1063,803
1064,804
1065,805
1066,806
1067,499
1068,807
1069,43
1070,467
1071,510
1072,272
1073,808
1074,809
1075,753
1076,15
1077,192
1078,625
1079,810
1080,811
1081,204
1082,543
1083,812
1084,813
1085,236
1086,197
1087,646
1088,814
1089,236
1090,815
1091,816
1092,817
1093,21
1094,762
1095,33
1095,1269
1095,7232
1096,818
1097,340
1098,819
1099,606
1099,7233
1100,323
1101,820
1102,821
1103,43
1104,822
1105,611
1106,663
1107,90
1108,627
1109,63
1109,72
1109,1477
1110,823
1111,283
1112,824
1113,825
1114,826
1115,827
1115,1219
1116,828
1117,109
1118,753
1119,829
1119,890
1120,24
1121,830
1122,831
1123,832
1124,724
1125,833
1126,732
1127,170
1128,834
1129,835
1130,836
1131,837
1132,838
1133,839
1134,840
1134,7234
1135,841
1136,640
1137,741
1137,7227
1138,842
1139,843
1140,844
1141,845
1142,846
1143,847
1144,138
1145,848
1146,849
1147,850
1148,851
1149,852
1150,853
1151,160
1152,69
1153,854
1153,1762
1154,855
1155,304
1156,527
1157,560
1158,856
1159,857
1160,364
1161,293
1162,858
1163,586
1163,859
1164,214
1165,860
1165,7235
1166,382
1166,1012
1166,6349
1167,861
1168,862
1169,863
1170,226
1171,435
1172,864
1173,23
1174,51
1175,865
1176,866
1177,867
1178,868
1179,869
1180,870
1181,90
1182,236
1183,871
1184,544
1185,686
1186,872
1187,873
1188,577
1188,874
1189,293
1190,875
1191,45
1192,763
1193,876
1194,877
1195,878
1196,879
1197,880
1197,3211
1198,263
1199,881
1200,882
1200,6854
1201,883
1202,396
1203,170
1204,614
1204,1147
1205,733
1206,884
1207,885
1208,649
1209,587
1210,113
1211,886
1212,153
1212,5949
1213,481
1214,887
1215,773
1216,888
1217,121
1218,46
1218,889
1219,890
1219,2431
1219,6428
1220,891
1221,587
1221,3422
1222,452
1222,695
1223,792
1223,892
1224,185
1225,893
1226,894
1227,303
1228,895
1229,896
1229,7236
1229,8086
1230,810
1231,897
1232,155
1233,898
1234,899
1235,423
1236,505
1237,900
1238,384
1239,51
1240,756
1241,901
1242,763
1243,679
1244,902
1245,903
1246,904
1247,905
1248,906
1249,42
1250,55
1251,907
1252,908
1253,909
1254,910
1255,438
1256,24
1257,911
1258,912
1259,72
1260,913
1261,914
1262,57
1263,778
1264,100
1265,548
1266,915
1267,916
1268,917
1269,918
1270,919
1271,920
1272,327
1273,921
1274,922
1275,923
1276,924
1277,925
1278,302
1279,9
1279,926
1280,508
1281,927
1282,928
1283,929
1284,930
1285,26
1285,3381
1286,931
1287,932
1288,933
1288,7237
1288,8087
1289,934
1290,935
1291,382
1292,936
1293,937
1293,7238
1294,21
1295,336
1296,938
1297,939
1298,878
1299,940
1300,941
1301,768
1302,942
1303,943
1303,1886
1303,7391
1304,719
1305,944
1306,945
1307,663
1308,946
1309,947
1310,193
1311,948
1312,949
1313,248
1314,423
1315,566
1316,648
1317,950
1318,213
1319,951
1319,7239
1320,952
1321,953
1322,83
1323,954
1323,7240
1324,955
1324,7241
1325,682
1326,956
1327,957
1327,3265
1328,153
1329,903
1330,549
1331,958
1332,959
1332,7242
1333,511
1334,21
1335,960
1335,7243
1336,751
1337,961
1338,962
1339,722
1340,963
1341,378
1342,964
1342,2024
1342,5614
1343,965
1344,966
1345,897
1346,967
1347,968
1348,969
1348,7244
1349,970
1350,314
1351,971
1351,7245
1352,972
1352,7246
1353,15
1354,296
1354,393
1355,973
1356,974
1357,975
1358,976
1359,314
1360,471
1361,492
1362,470
1363,153
1364,241
1365,977
1366,978
1367,979
1368,980
1369,981
1370,982
1371,340
1372,983
1373,623
1374,984
1375,283
1376,985
1376,7247
1377,986
1377,6471
1378,550
1378,644
1379,987
1380,988
1380,7248
1381,989
1382,213
1383,990
1384,991
1385,576
1386,818
1387,992
1388,49
1389,993
1390,989
1391,994
1392,995
1393,996
1394,403
1395,997
1396,998
1396,7249
1397,69
1398,999
1399,1000
1400,1001
1401,1002
1402,777
1403,1003
1404,1004
1405,740
1406,988
1406,1005
1407,184
1408,1006
1409,1007
1409,7250
1410,705
1411,1008
1412,92
1413,358
1414,430
1415,543
1416,537
1417,289
1418,1009
1419,1010
1420,741
1420,7251
1421,1011
1422,1012
1423,1013
1423,7252
1423,8088
1424,425
1424,1014
1425,17
1426,765
1427,883
1428,1015
1429,803
1430,551
1431,691
1432,161
1433,161
1433,989
1434,1016
1435,30
1435,7253
1436,1017
1437,1018
1438,624
1439,1019
1440,1020
1441,1021
1442,234
1443,1022
1444,1023
1445,778
1446,1024
1447,1025
1448,1026
1449,1027
1450,1028
1451,1029
1452,1030
1453,340
1453,3871
1454,1031
1455,544
1456,1032
1457,1033
1458,1034
1459,1035
1460,778
1461,1036
1462,481
1463,1037
1464,257
1465,1038
1466,63
1467,1039
1467,7254
1468,1040
1469,1041
1469,7255
1470,423
1471,1042
1472,481
1473,1043
1474,543
1475,1044
1476,310
1476,5164
1477,725
1478,1045
1479,955
1480,1046
1480,1878
1481,1047
1481,6982
1482,1048
1483,1049
1484,499
1485,1050
1486,186
1487,58
1488,1051
1489,53
1490,1052
1491,107
1492,756
1493,1
1494,247
1494,1053
1494,1433
1495,794
1496,1054
1497,1055
1497,7256
1498,1056
1499,1057
1499,7257
1500,1058
1501,1059
1502,285
1503,336
1504,1060
1505,1061
1506,1062
1507,567
1508,722
1509,679
1510,1063
1511,1064
1512,98
1513,1065
1514,627
1515,1066
1516,1067
1517,1068
1517,1354
1518,1069
1519,1070
1520,676
1521,303
1521,1256
1522,298
1523,1071
1524,1072
1525,176
1526,820
1527,499
1528,1073
1529,453
1530,928
1531,414
1532,898
1533,1074
1534,1018
1535,886
1536,1075
1537,1076
1538,148
1539,1077
1540,1078
1541,1079
1542,1080
1543,1081
1544,1082
1545,14
1546,197
1547,1083
1548,385
1549,710
1550,1084
1551,952
1552,1085
1553,283
1554,1086
1555,1087
1556,1088
1557,566
1557,1089
1558,847
1559,1090
1559,7258
1560,1091
1561,1092
1562,502
1563,842
1564,1093
1564,7259
1565,1
1566,1094
1567,690
1568,1095
1569,197
1570,18
1571,1096
1572,1097
1573,1098
1573,7260
1574,1099
1575,1002
1576,1018
1577,1100
1578,714
1579,705
1580,1101
1581,1102
1582,1103
1583,1104
1583,7261
1584,63
1584,1105
1585,151
1586,330
1587,1018
1588,1106
1589,1107
1590,778
1591,1108
1592,1109
1593,434
1594,55
1595,1110
1596,1111
1597,818
1598,1112
1599,284
1600,1113
1600,1526
1601,1114
1602,1115
1603,256
1604,1116
1605,1117
1606,948
1607,1118
1608,1119
1609,117
1609,711
1609,1932
1610,1018
1611,1120
1612,1121
1612,7262
1613,73
1614,790
1615,1122
1615,7263
1616,1123
1617,927
1618,586
1619,1124
1620,762
1621,426
1622,923
1623,217
1624,1125
1625,422
1626,1126
1627,1127
1627,1813
1628,1128
1629,1129
1630,654
1631,1130
1632,363
1632,1131
1633,136
1634,1132
1635,955
1636,1133
1637,1134
1638,1135
1639,321
1640,700
1641,765
1642,1120
1643,121
1644,788
1645,1136
1646,1137
1647,1120
1648,289
1649,958
1650,407
1651,629
1652,1138
1653,1139
1654,1069
1655,801
1656,42
1657,536
1658,196
1659,159
1660,1140
1661,85
1662,143
1663,192
1664,1141
1664,1256
1665,645
1666,1142
1667,1143
1668,1144
1669,1145
1670,1146
1671,763
1672,1147
1672,2955
1673,144
1674,1148
1675,1149
1676,504
1677,727
1677,1793
1677,1808
1677,1846
1678,756
1679,1150
1680,283
1681,1151
1682,883
1683,181
1684,185
1685,1152
1686,117
1686,298
1686,711
1687,1153
1688,623
1689,1154
1690,1155
1691,517
1692,751
1693,1156
1694,1157
1695,213
1696,1158
1696,2529
1697,45
1698,1159
1698,7037
1698,8089
1699,1160
1700,1161
1701,355
1702,563
1702,1162
1703,1052
1704,246
1705,270
1706,578
1707,363
1708,1163
1709,694
1710,82
1711,1164
1712,226
1713,861
1713,1165
1714,198
1715,1111
1716,1166
1717,340
1717,4698
1718,1100
1719,499
1720,1167
1721,1168
1722,671
1723,1169
1724,86
1725,1170
1726,400
1727,1171
1728,197
1729,140
1730,1172
1731,57
1732,274
1733,579
1734,144
1735,745
1735,1307
1736,498
1737,1173
1738,1174
1739,1175
1740,1176
1741,51
1742,572
1742,1177
1743,366
1744,153
1745,1178
1746,46
1746,889
1747,120
1748,851
1749,927
1750,1179
1750,6823
1750,7086
1751,1180
1752,668
1753,1079
1754,204
1754,1013
1754,5166
1754,8180
1755,1181
1756,168
1757,1182
1758,1183
1759,379
1760,98
1761,214
1761,1184
1762,1185
1763,640
1764,1186
1765,971
1766,1187
1767,1188
1768,1189
1768,7264
1769,198
1770,1190
1771,1154
1772,1191
1773,1061
1774,17
1775,1192
1776,1193
1776,2580
1777,1194
1778,818
1779,1195
1780,948
1781,57
1782,42
1783,1196
1784,741
1785,1197
1786,272
1787,1198
1788,523
1789,385
1790,1199
1791,57
1792,298
1793,646
1794,57
1795,90
1796,1200
1796,7265
1797,1201
1798,1202
1800,1203
1800,7266
1801,663
1802,1204
1803,1205
1804,1206
1805,112
1805,1207
1806,1061
1807,1208
1808,200
1809,1209
1810,1210
1811,1211
1812,883
1812,3178
1813,363
1814,57
1815,1212
1816,1063
1817,1213
1818,378
1819,1214
1820,1215
1820,7267
1821,989
1821,7268
1822,1063
1823,148
1824,996
1825,852
1826,1216
1827,345
1828,522
1829,438
1830,310
1831,1217
1832,23
1832,7066
1833,1218
1834,299
1835,280
1836,1219
1837,623
1838,284
1839,572
1840,759
1841,502
1842,344
1843,1220
1843,7269
1844,45
1845,1221
1846,1222
1847,929
1848,652
1849,710
1850,309
1851,1223
1852,1224
1853,1099
1854,78
1855,868
1856,1225
1857,1147
1858,511
1859,58
1860,45
1861,1226
1862,1227
1863,1228
1864,389
1865,347
1866,225
1867,200
1868,1177
1869,1229
1870,92
1871,499
1872,15
1872,1406
1872,8090
1873,445
1874,1230
1875,1231
1875,3115
1876,1232
1877,1233
1878,932
1879,418
1880,851
1881,445
1882,1234
1883,238
1883,1235
1884,1236
1885,1037
1886,1237
1887,1103
1888,727
1889,302
1890,1010
1891,15
1892,1238
1893,1239
1894,1240
1895,48
1896,1241
1897,782
1897,6484
1898,1123
1899,1242
1900,45
1901,794
1902,1243
1903,1244
1904,753
1905,788
1906,1245
1906,3239
1907,940
1908,1246
1909,1247
1909,7270
1910,1248
1911,1249
1911,7271
1912,1250
1912,3192
1913,1251
1914,773
1915,1252
1916,1253
1918,153
1919,1254
1920,393
1921,547
1921,1255
1921,1433
1922,743
1923,861
1924,174
1925,1256
1926,438
1927,166
1927,1932
1928,272
1929,341
1930,1257
1931,1258
1932,712
1932,1259
1932,3242
1933,1260
1933,7272
1934,445
1935,155
1936,698
1937,805
1937,1261
1938,173
1939,1262
1940,1263
1941,207
1942,1264
1943,63
1944,1265
1945,213
1946,1266
1946,7273
1947,178
1948,26
1948,92
1948,3133
1949,739
1950,1267
1951,1268
1952,6
1953,1269
1953,7274
1953,8091
1954,1270
1955,1023
1956,928
1957,1271
1958,548
1959,1272
1960,42
1960,627
1961,682
1962,151
1962,259
1962,700
1963,615
1964,1273
1965,1003
1966,389
1967,1274
1968,1275
1969,483
1970,898
1971,1276
1972,944
1973,1277
1974,923
1975,283
1975,725
1976,1278
1977,955
1978,1128
1978,2667
1980,663
1981,649
1982,642
1983,1279
1984,1280
1985,804
1986,883
1987,17
1988,1281
1989,1282
1990,842
1990,7275
1991,117
1991,711
1991,1283
1992,741
1992,7227
1993,466
1994,1284
1994,2379
1995,1285
1996,989
1997,226
1997,520
1997,1470
1997,7556
1998,121
1999,259
2000,695
2001,1286
2002,649
2003,345
2004,1287
2005,257
2006,1288
2006,7276
2007,160
2008,196
2009,436
2010,426
2011,138
2012,153
2013,92
2014,834
2015,1289
2016,1290
2017,1291
2018,121
2018,289
2018,3154
2019,1292
2019,7277
2020,608
2021,586
2022,1293
2023,1294
2024,1295
2025,1296
2026,577
2027,1241
2028,109
2029,668
2030,1297
2031,1298
2032,1299
2032,3976
2032,7278
2033,173
2034,1300
2035,1301
2036,1302
2037,741
2037,7227
2038,153
2039,1303
2040,363
2041,794
2042,1304
2043,653
2044,1305
2045,1306
2046,300
2047,181
2048,1307
2049,719
2050,1308
2051,1309
2052,1310
2053,1311
2054,73
2055,1101
2056,1312
2057,1313
2058,1314
2059,839
2060,423
2061,1315
2062,609
2062,1318
2063,715
2064,1316
2065,1091
2066,1317
2066,7279
2067,587
2067,609
2067,1318
2068,1282
2069,1319
2069,1509
2070,1320
2071,879
2072,1005
2073,368
2074,1321
2075,1238
2075,2966
2076,310
2077,405
2078,1198
2079,167
2080,1322
2081,1323
2082,1324
2082,1838
2083,390
2084,1201
2085,1325
2086,257
2087,1326
2088,211
2089,845
2090,217
2091,10
2092,1327
2093,1328
2094,1329
2095,650
2096,710
2097,21
2097,3621
2097,7918
2098,90
2099,310
2100,1330
2101,196
2102,1331
2102,7280
2103,1134
2103,1332
2104,1009
2105,475
2106,1333
2107,1334
2108,1335
2109,1336
2110,1337
2111,1089
2112,1338
2113,608
2114,17
2115,450
2116,181
2117,945
2118,1339
2119,1340
2120,393
2121,1341
2122,160
2122,1342
2123,1342
2124,1343
2125,1344
2126,1000
2126,7281
2127,1345
2128,499
2129,487
2130,1346
2131,839
2132,1161
2133,722
2134,690
2135,1347
2136,165
2137,340
2138,1348
2139,120
2140,701
2141,1349
2142,192
2143,256
2143,1435
2144,898
2145,1350
2146,344
2147,1351
2148,173
2149,1352
2150,659
2151,212
2152,928
2153,601
2154,851
2155,497
2156,185
2156,1390
2157,820
2158,1353
2159,42
2160,642
2161,512
2162,217
2163,695
2164,1068
2164,1100
2164,1354
2165,873
2166,1355
2167,57
2168,299
2169,175
2170,903
2171,1356
2172,1273
2173,1357
2174,1273
2174,2200
2174,4572
2174,7708
2175,15
2176,1358
2177,1359
2178,1360
2179,1361
2180,384
2181,1362
2182,1363
2183,1364
2184,923
2185,241
2186,226
2187,1365
2188,1366
2189,363
2189,765
2190,1367
2191,639
2192,198
2193,1368
2193,7282
2194,1330
2195,310
2195,1369
2196,438
2197,810
2198,1370
2198,7283
2198,8092
2199,1371
2200,700
2201,1372
2202,196
2202,1686
2203,894
2204,1373
2205,167
2206,1374
2206,5971
2207,1075
2208,1375
2209,363
2210,303
2211,1376
2212,1377
2213,1378
2214,1379
2215,1380
2216,1381
2216,7178
2217,1382
2218,1383
2219,1384
2220,184
2221,448
2222,125
2223,1385
2223,7284
2224,378
2225,463
2226,548
2227,1386
2228,1
2229,646
2230,1387
2231,1273
2232,646
2233,1388
2234,231
2235,317
2235,7285
2236,1389
2237,1390
2238,1391
2239,1392
2239,1563
2240,462
2241,504
2242,1113
2242,1393
2242,7286
2243,937
2243,1837
2244,1394
2245,1395
2245,7287
2246,1396
2246,7288
2247,633
2248,1397
2249,985
2250,1398
2251,686
2252,1399
2252,7289
2253,903
2254,340
2255,1400
2255,7290
2256,1401
2257,1402
2257,1615
2257,3047
2257,4740
2258,21
2259,1403
2260,969
2260,1404
2261,20
2261,1405
2261,7291
2261,7497
2262,283
2262,7292
2263,1406
2264,955
2265,886
2266,1407
2267,1097
2268,1408
2269,1409
2270,1410
2270,5415
2271,1411
2272,1412
2273,1413
2274,125
2275,300
2276,84
2277,1414
2278,1415
2279,423
2280,57
2281,1416
2282,1417
2283,700
2283,1418
2284,1419
2285,1420
2285,3238
2286,1421
2287,725
2288,1422
2289,873
2290,1423
2291,259
2292,1036
2293,1424
2294,1425
2295,1426
2296,272
2297,608
2298,1063
2299,1157
2300,1427
2301,157
2302,220
2303,883
2304,1097
2305,790
2306,1428
2307,1429
2308,1002
2309,932
2310,1190
2311,587
2312,1430
2313,700
2313,989
2313,7293
2314,1431
2314,2290
2315,1432
2316,1063
2317,1433
2317,1904
2318,1434
2319,1435
2320,226
2321,160
2322,710
2323,544
2324,299
2325,499
2326,847
2327,1322
2328,1436
2329,1437
2329,1599
2330,1438
2331,213
2332,1439
2333,63
2334,1440
2335,1372
2336,116
2337,1441
2338,1442
2339,1443
2340,656
2341,1444
2342,536
2343,15
2344,15
2345,648
2346,504
2347,257
2347,1445
2348,656
2349,288
2349,1043
2350,90
2351,107
2352,1446
2353,216
2354,1194
2355,296
2356,1447
2357,1448
2358,1449
2358,6968
2359,1178
2360,1450
2361,710
2362,710
2363,32
2364,473
2365,1451
2366,1452
2367,1453
2368,640
2369,1454
2370,1455
2371,38
2372,1456
2373,439
2374,873
2375,1457
2376,1289
2377,494
2378,118
2379,1458
2379,7294
2380,1459
2381,1384
2382,28
2383,1460
2384,1461
2384,7295
2385,1376
2386,1462
2387,57
2387,630
2388,1463
2389,162
2389,757
2390,1304
2391,1464
2392,389
2393,298
2394,382
2395,1465
2396,1466
2397,1467
2397,7296
2398,63
2399,932
2400,1468
2400,7297
2401,317
2402,160
2403,104
2404,286
2405,1469
2406,1470
2407,1471
2408,1472
2409,1473
2410,842
2411,256
2412,37
2412,666
2413,1344
2414,130
2415,276
2416,1474
2417,200
2418,1475
2419,929
2420,625
2421,557
2423,21
2424,378
2425,98
2426,344
2427,871
2428,576
2429,1476
2430,1457
