movie_id,writer_id
211,1920
212,94
212,196
212,3924
212,6288
212,8425
213,197
214,69
214,3725
215,198
215,8475
216,199
216,8476
217,200
217,8477
218,201
219,202
220,203
221,119
221,204
222,205
223,206
224,207
224,236
224,8478
225,208
225,538
226,209
227,210
227,8479
228,211
228,271
228,8085
229,212
229,8480
230,213
230,1249
230,8481
231,157
231,214
231,3604
231,9378
232,215
232,8482
232,11691
233,216
234,217
234,1434
235,218
235,239
236,219
238,220
238,8483
238,9650
238,12771
239,221
239,1544
240,222
241,102
241,223
241,8484
241,12772
242,117
242,8485
243,34
244,224
244,8486
245,225
246,226
247,227
248,228
248,8487
249,229
250,230
250,8220
250,11582
250,11692
251,213
252,231
252,8488
253,232
253,4027
253,4509
253,8489
254,233
255,234
255,8490
255,8548
256,235
256,347
256,1340
256,8491
257,207
257,236
257,1405
257,8478
258,237
259,238
260,239
260,2052
261,240
261,255
261,8160
262,125
263,241
263,8492
263,11693
264,242
265,243
266,244
266,1503
266,11694
268,218
268,245
269,246
269,359
270,247
271,248
271,8493
272,249
272,6181
273,250
274,251
274,8494
274,11695
275,252
275,8495
276,253
277,254
278,255
280,256
281,257
282,258
282,3756
282,11696
283,166
284,259
284,2533
285,260
286,95
286,8496
286,9668
286,11697
287,261
287,8497
289,262
292,263
293,264
294,265
295,266
296,267
297,268
297,8498
297,11698
298,223
298,269
298,11699
298,12773
299,270
299,992
299,1604
299,6357
300,271
300,1106
300,11700
301,272
301,8499
302,273
302,731
302,8500
303,274
304,275
305,276
306,277
307,278
307,3280
308,279
308,1709
309,280
309,7861
310,281
310,8501
310,10131
311,282
311,1358
311,2299
312,283
312,768
312,8122
312,10986
313,284
313,2367
313,8502
313,9311
314,285
315,286
316,10
316,287
317,288
318,23
318,1022
319,289
320,290
320,623
320,4148
320,5069
320,8503
322,291
322,8504
323,292
324,293
325,5
325,379
327,294
328,295
329,296
329,342
329,2011
329,4125
330,297
330,1328
330,7738
330,12774
331,298
331,2641
331,7402
332,299
332,519
333,135
334,300
335,301
336,294
336,302
337,303
337,3830
338,304
338,4933
339,114
339,305
340,206
340,306
340,930
340,7338
341,307
341,1407
341,8505
341,12775
342,308
342,2540
342,8506
343,124
343,856
344,143
344,309
344,11701
345,114
345,310
345,605
346,311
346,8507
347,312
347,460
348,313
348,8508
349,16
349,375
349,2175
349,2210
349,9245
350,314
351,315
351,8509
352,316
353,302
353,8510
354,317
354,358
355,318
355,8511
355,11702
355,12776
356,319
356,8512
357,320
358,321
359,322
359,532
359,1207
360,323
360,8513
360,11703
360,12777
361,324
361,1245
362,325
362,8514
362,11704
363,326
363,6058
363,6662
363,8515
364,327
365,328
365,1700
366,329
367,118
367,330
367,361
367,11705
368,331
368,2084
368,6682
368,8516
369,332
369,8517
370,333
370,8518
371,206
371,334
372,335
372,410
372,8519
372,8553
373,336
373,1615
373,8520
374,337
374,8521
374,11706
375,338
375,8522
376,339
377,340
378,341
378,8523
379,342
379,709
380,343
381,344
381,3726
381,8524
381,12778
382,345
382,8525
382,9251
382,12779
383,346
383,869
383,8526
383,12780
384,235
384,347
384,945
384,1340
385,348
386,349
386,2846
386,6796
387,350
388,310
388,605
388,11707
389,351
389,8527
390,352
390,8528
391,353
391,1985
392,354
393,355
393,8529
393,11708
394,356
394,8530
394,11709
395,357
396,358
396,8531
397,89
397,359
398,360
398,1871
399,361
399,1372
399,2245
399,8181
399,9226
399,11978
400,45
400,997
401,159
401,362
401,8532
402,363
402,7121
402,8533
403,166
404,364
405,247
405,365
405,1161
405,3945
406,153
407,366
407,8534
408,367
409,368
409,966
409,1891
409,5078
410,369
410,8535
411,370
412,371
412,8536
412,11710
413,372
414,373
414,1817
414,8537
414,12781
415,374
416,375
416,2175
416,9212
416,9245
417,376
417,391
418,377
418,8538
419,378
419,8539
420,379
421,166
422,296
422,380
423,90
424,79
424,381
427,360
428,382
428,8540
429,31
429,1524
430,383
430,778
430,11711
430,12782
431,384
431,8541
431,11712
432,385
432,8542
433,386
433,8543
433,11713
434,240
434,387
435,139
435,2326
435,4169
435,11714
436,388
436,8544
437,389
437,1705
437,9208
438,390
438,8545
439,391
439,5387
439,11715
440,392
441,393
441,442
441,8546
442,394
442,8547
443,395
443,1035
444,396
444,3432
444,5636
446,397
446,8548
446,9055
447,398
447,8549
448,58
448,247
448,388
448,1823
448,8279
449,399
450,400
451,401
452,402
453,403
454,5
454,1249
455,404
455,8550
456,239
456,2052
457,405
458,406
458,8205
459,407
459,8551
459,11514
459,12783
460,408
460,3603
460,8411
461,409
461,8552
462,410
462,8553
463,411
463,8554
464,104
465,412
465,589
465,8555
466,413
466,1194
466,6387
466,11716
467,414
467,3832
468,415
468,4769
469,416
470,392
470,8556
471,53
471,417
471,8557
472,418
472,8558
473,104
473,331
474,348
474,8559
475,419
476,420
478,111
478,421
478,1672
479,422
480,423
480,922
481,424
481,3534
481,3872
481,8560
482,314
482,425
482,747
483,426
483,5568
484,427
484,8561
485,428
485,7045
485,7163
486,429
487,271
487,430
487,2323
487,4646
488,431
488,8562
489,432
490,433
490,1839
490,2364
490,11717
491,434
492,435
492,624
493,436
493,6638
494,437
494,871
494,4071
495,438
495,8563
496,439
496,703
497,440
497,7165
497,8564
497,12784
498,357
499,441
499,1817
500,442
501,443
502,444
502,8565
502,10011
503,190
503,445
503,11718
504,240
505,446
506,447
506,8566
507,178
507,1003
507,8567
508,448
508,8568
509,449
509,8569
509,11719
510,450
511,451
512,452
512,930
512,10106
513,453
513,2011
514,454
515,455
516,456
517,457
518,458
519,459
519,1277
519,2261
520,460
520,513
520,635
521,461
522,462
523,98
523,273
523,5166
524,463
524,8570
525,464
526,423
526,3833
527,48
527,8426
527,8571
528,465
528,920
529,466
529,8572
529,11720
530,467
531,468
532,469
533,135
533,221
533,470
533,1061
533,4016
534,471
535,54
535,472
535,1500
535,12785
536,473
536,1950
536,3719
537,474
537,8573
537,11721
537,12786
538,475
538,8574
539,476
540,477
540,3399
541,478
541,8575
542,479
543,480
543,8576
543,11722
544,481
545,125
545,199
545,482
545,11723
546,483
546,659
547,170
547,484
547,4282
548,485
548,6337
549,486
549,4690
549,11724
550,487
550,1233
551,488
552,489
552,8577
552,11725
552,12787
553,490
553,8578
553,11726
553,12788
554,491
554,638
554,720
554,9116
555,492
555,8579
556,493
556,946
557,494
557,8580
558,495
559,455
560,496
561,497
561,703
561,11727
561,12789
562,498
562,1350
562,11728
562,12683
563,499
563,936
563,1306
564,166
565,500
565,3839
566,501
567,502
567,4439
567,5095
568,503
568,642
568,8581
569,504
570,505
571,506
572,507
572,1457
572,8582
573,508
573,8583
574,509
575,510
575,8584
576,162
576,511
577,512
577,1444
578,513
578,635
578,2117
579,514
580,515
581,516
581,3855
581,9948
582,517
583,518
584,519
584,2269
584,9253
585,520
585,8585
586,182
586,8586
587,221
588,521
588,6403
589,522
591,523
591,8587
592,524
593,525
594,526
594,8588
594,11729
595,527
595,930
596,239
596,4237
596,8589
598,528
599,529
599,3670
599,8590
599,12790
600,530
600,947
601,531
601,8591
601,11730
602,322
602,532
602,1488
603,371
603,533
603,8592
603,11731
604,534
604,1499
605,535
605,8593
606,536
606,910
607,537
608,538
608,1586
608,4197
608,12791
609,348
610,539
610,1175
610,11732
611,314
611,689
611,1950
612,540
613,227
613,541
614,542
615,543
616,501
616,8594
617,544
617,1697
617,3764
618,545
619,546
619,1010
619,1148
620,58
621,547
621,8595
621,11733
621,12792
622,548
622,8596
622,11734
623,549
624,205
625,276
625,5373
626,200
626,8477
627,161
627,223
627,8597
627,11735
628,550
629,551
629,2447
629,8598
629,9343
630,552
630,8599
631,288
631,553
631,753
631,8600
632,554
632,8601
633,108
633,910
634,314
635,365
635,555
635,684
635,3945
635,8602
635,10188
636,556
636,8603
636,8712
636,11736
637,557
637,790
637,930
637,5008
638,558
638,8604
638,11737
638,12055
639,287
639,559
640,560
641,503
642,561
642,1601
642,7570
643,562
643,923
643,11738
644,563
645,512
645,564
645,1444
645,1560
646,224
646,1635
647,565
648,566
649,567
650,55
650,1475
650,4601
650,12793
651,412
651,589
652,568
653,412
653,589
654,569
655,570
656,571
657,572
657,640
659,573
660,423
661,574
661,8605
662,575
663,576
663,4544
664,577
664,8606
665,578
666,579
666,8607
667,140
668,580
669,166
669,711
670,223
670,581
671,582
672,421
672,583
672,4199
673,584
673,8608
673,11739
674,585
675,546
675,6761
676,586
677,587
677,3165
677,8609
677,12794
678,588
678,1229
678,1298
678,1724
678,3687
678,3752
679,99
680,412
680,589
680,871
680,9237
681,590
682,566
683,591
684,592
685,232
685,593
685,8489
686,259
686,594
686,11740
687,595
688,596
688,1646
688,8610
688,11741
689,253
689,597
689,2051
690,598
690,939
691,599
692,600
692,3678
692,3756
693,601
693,8611
693,11742
694,306
695,419
695,1600
695,1987
695,12363
696,602
696,2084
697,603
698,604
699,310
699,605
700,606
700,2669
700,8612
700,11743
701,607
701,1215
701,8171
702,608
703,609
704,610
704,8613
704,11744
704,12795
705,611
705,8614
705,11745
705,12796
706,612
706,8615
707,153
707,1724
707,11746
708,63
708,8430
708,11747
709,613
709,1206
709,8616
710,614
710,8617
711,615
711,8618
712,616
713,617
713,899
713,9965
714,618
714,4001
715,619
716,620
717,621
718,622
719,623
720,624
721,625
721,7203
722,118
722,626
722,2118
723,627
723,8619
724,628
725,629
725,8620
726,630
727,388
727,8056
728,631
728,1059
729,545
729,681
729,1071
730,632
730,3329
730,8621
730,12797
731,633
731,5462
732,334
732,7326
733,634
734,513
734,635
735,490
735,636
735,11726
735,12798
736,410
736,521
736,1973
736,8553
737,637
738,638
738,1922
738,10018
738,11206
739,639
740,640
740,811
741,641
741,8304
742,200
742,642
743,643
743,1632
743,11700
744,644
744,1207
744,8622
744,12799
745,645
745,4963
746,646
746,2233
747,647
748,51
748,4038
749,648
749,8623
750,649
752,650
752,8624
753,394
753,651
753,11748
754,566
755,652
756,653
756,8625
757,504
757,654
758,212
759,655
761,656
761,1488
761,8626
762,657
763,658
764,483
764,659
765,660
766,49
767,661
768,662
768,1600
770,663
770,8627
771,664
772,665
772,1901
772,8628
772,12800
773,666
773,936
774,114
774,375
774,2175
774,9212
775,568
775,667
775,11749
776,157
776,3646
776,8629
776,12801
777,668
777,851
777,5261
777,8630
778,669
780,117
780,1461
781,670
781,689
781,988
782,671
782,3094
782,8631
783,672
784,673
784,4656
785,674
785,889
785,11750
786,675
787,676
787,4018
787,10023
788,447
788,8566
788,10247
789,677
789,7929
789,8632
789,12802
790,678
790,6645
790,8633
790,12803
791,679
792,680
792,706
792,3640
793,681
794,682
794,1791
794,3042
794,11751
795,683
795,8634
796,684
796,8602
796,11752
796,12804
798,685
798,8635
799,686
800,85
800,8636
801,687
802,215
802,8637
802,11753
803,688
804,57
805,312
806,69
806,2573
806,9394
807,689
807,4561
807,7943
808,690
809,691
810,692
810,8638
811,153
812,693
812,1470
813,694
813,8639
814,695
814,753
815,102
815,8447
815,11754
815,12805
816,696
817,697
817,8640
818,442
819,698
819,774
820,699
821,700
821,8641
821,11755
822,701
823,702
823,4007
823,6652
824,666
824,703
825,704
826,705
826,8642
826,11756
826,12806
827,680
827,706
828,707
829,708
829,8643
830,709
830,8644
831,710
831,1745
831,11757
831,12807
832,711
832,1063
833,712
834,713
835,97
835,202
836,170
836,8645
837,342
837,566
837,1389
838,714
838,8646
838,11758
839,444
839,1577
840,715
840,6490
841,53
842,716
843,717
843,7169
844,718
845,719
846,53
846,1240
846,1882
846,4022
846,13003
847,720
847,4853
847,11759
848,721
849,722
849,7691
850,412
850,589
851,723
851,8647
851,11760
852,45
852,997
852,3183
853,724
853,2084
854,561
854,725
854,1514
854,8648
855,726
855,1900
855,8649
857,727
858,728
858,8650
858,11761
858,12808
859,729
859,8651
860,730
861,731
862,732
862,8652
863,733
865,343
866,734
867,735
868,736
869,737
869,5038
870,372
871,738
871,8653
872,739
873,439
874,740
874,3835
874,11762
874,12809
875,741
876,742
877,743
878,744
878,8654
879,745
879,8655
880,746
880,8656
881,425
881,747
882,748
883,749
883,8657
883,11763
884,750
885,561
885,751
886,752
887,695
887,753
887,3780
888,754
888,8658
889,755
889,8113
889,11524
890,756
891,324
891,3777
892,733
892,8479
892,11764
893,757
893,1963
893,9103
894,143
895,206
896,418
896,2137
896,6053
897,69
897,213
897,294
897,758
897,3725
898,759
899,643
899,760
899,1632
899,7784
900,106
900,761
900,5097
901,333
901,762
901,4666
901,12810
902,763
903,764
903,8659
904,765
904,7295
905,766
906,767
906,1501
906,8660
907,768
907,3042
907,3642
907,8661
908,769
909,770
910,771
911,608
911,8662
912,53
912,917
913,772
913,8663
914,773
915,698
915,774
915,8664
916,310
916,605
917,775
918,776
918,8665
919,777
919,8666
920,778
921,779
922,780
922,1078
922,8667
922,11765
923,781
923,8668
924,412
924,589
924,782
924,2347
925,783
925,8669
926,784
927,785
927,1260
928,786
929,787
929,3448
929,8670
929,11766
930,788
931,789
932,69
933,631
933,1059
934,302
934,790
934,980
934,1698
934,3708
934,5008
934,10014
935,791
935,8671
936,645
936,8672
937,104
937,8673
938,783
938,792
938,1334
938,1418
938,9836
939,793
940,794
941,645
942,125
942,1183
943,98
943,5166
943,9320
944,432
944,795
944,2092
945,796
945,4732
946,797
947,798
947,8674
947,9244
947,11980
948,799
949,800
950,801
950,8675
951,95
951,8676
951,8887
952,802
953,294
953,803
953,3879
954,804
955,505
955,683
955,4464
955,7521
957,805
957,8677
958,806
958,8678
959,566
960,807
960,920
961,808
962,95
962,809
962,11697
962,11767
963,810
964,811
964,8679
964,11768
964,12811
965,5
965,72
965,812
966,813
966,8680
966,11769
966,12812
967,814
967,8681
968,815
968,1430
969,816
970,817
970,1296
970,8682
971,818
972,412
972,589
972,643
972,1632
973,819
973,1744
974,48
974,820
974,2144
974,3879
974,11649
974,11770
975,821
975,1159
975,8683
975,11771
976,109
976,343
976,822
976,11772
977,823
978,824
978,8684
980,825
981,826
981,8685
982,827
982,4242
983,828
984,118
984,829
985,95
985,1424
985,8887
986,830
987,687
987,3947
988,831
989,832
989,8686
989,11773
990,833
991,834
992,162
992,343
992,511
992,12813
993,835
993,1149
994,836
994,4027
995,367
995,2317
996,837
997,838
997,8687
998,205
999,839
1000,840
1001,425
1001,747
1001,1471
1001,11774
1002,841
1003,842
1003,5100
1004,843
1004,8688
1005,844
1005,908
1006,845
1006,8689
1006,9862
1007,522
1007,546
1007,1194
1008,846
1009,847
1009,1025
1010,848
1011,849
1011,3198
1011,4464
1011,8690
1012,850
1012,1145
1012,2206
1012,12814
1014,851
1014,4154
1014,8691
1014,12815
1015,852
1015,8692
1016,853
1016,5290
1017,854
1017,2502
1017,5965
1018,855
1018,5015
1018,11775
1019,223
1019,8693
1019,11776
1020,104
1020,586
1020,1787
1021,856
1022,857
1023,836
1024,858
1025,859
1025,8694
1026,860
1027,861
1028,97
1028,202
1028,234
1028,11371
1029,862
1029,1472
1030,863
1030,8695
1031,864
1032,685
1032,8635
1033,865
1033,8696
1034,866
1034,8697
1035,32
1036,867
1036,8698
1036,11777
1037,435
1037,8699
1037,11778
1038,866
1038,868
1039,293
1039,8700
1040,288
1041,869
1042,508
1042,8701
1043,502
1043,3571
1043,7784
1043,11079
1043,12589
1044,870
1044,8702
1045,871
1045,7808
1045,11779
1046,872
1046,8703
1047,873
1048,721
1049,165
1050,874
1051,244
1052,875
1053,876
1053,8704
1054,218
1054,877
1055,94
1055,962
1055,1428
1055,6288
1056,878
1056,925
1056,8705
1057,879
1057,8706
1058,880
1059,881
1059,939
1060,882
1060,8707
1061,508
1062,883
1062,7536
1063,521
1063,884
1064,885
1064,6505
1065,379
1066,886
1066,8708
1068,887
1068,5610
1069,888
1070,889
1071,890
1072,324
1072,891
1072,8211
1073,490
1073,892
1073,8709
1074,893
1076,894
1077,895
1077,5450
1078,683
1079,896
1080,897
1081,898
1082,899
1083,900
1083,1256
1084,901
1085,247
1085,972
1086,902
1086,8710
1088,903
1089,247
1090,342
1090,763
1090,4125
1090,8888
1091,904
1091,8711
1092,905
1092,6268
1093,206
1093,906
1093,8712
1094,907
1094,8713
1094,11780
1095,844
1095,908
1095,4312
1095,11857
1096,909
1097,910
1097,7331
1097,8714
1097,12816
1099,660
1099,916
1100,911
1101,912
1102,913
1102,8715
1103,208
1103,538
1103,914
1104,915
1105,916
1105,1378
1105,11781
1106,234
1106,917
1107,918
1108,919
1108,8716
1109,63
1109,920
1110,921
1111,922
1112,923
1112,8717
1113,924
1114,925
1114,8718
1114,11782
1115,926
1116,927
1117,429
1117,928
1118,929
1118,8189
1118,8719
1118,11783
1119,930
1120,931
1121,932
1122,933
1122,8720
1123,395
1123,1035
1124,223
1124,293
1124,934
1124,11784
1125,71
1125,420
1125,6227
1126,889
1127,935
1127,8721
1128,592
1129,936
1130,937
1130,8722
1131,938
1132,84
1132,2030
1133,939
1134,940
1135,941
1136,942
1136,4717
1136,5029
1136,5218
1137,185
1137,943
1137,11785
1139,343
1141,944
1142,945
1142,8723
1143,946
1143,8724
1144,136
1145,530
1145,947
1145,1209
1145,5040
1146,948
1147,949
1147,999
1147,8725
1147,11786
1148,950
1149,951
1150,939
1150,952
1151,69
1152,141
1152,740
1152,9899
1153,953
1153,8726
1154,954
1154,7079
1157,955
1158,956
1159,957
1160,657
1161,428
1161,958
1162,959
1163,368
1163,795
1163,1891
1164,960
1164,2165
1165,961
1166,962
1166,1428
1166,6837
1167,963
1167,1477
1167,8727
1167,11787
1168,964
1169,965
1170,235
1170,945
1170,1340
1171,966
1171,5078
1172,967
1173,206
1173,968
1173,11088
1173,11788
1174,51
1175,567
1175,969
1175,8728
1175,10521
1176,23
1176,1090
1177,970
1178,471
1178,1461
1180,971
1181,421
1182,247
1182,972
1182,11789
1183,973
1183,8729
1183,11790
1183,12817
1184,586
1185,79
1185,974
1185,1194
1185,12818
1186,975
1186,4120
1186,11791
1187,976
1188,624
1188,894
1188,977
1188,9934
1189,978
1190,979
1190,4554
1190,6316
1190,8730
1191,640
1191,980
1192,842
1192,5100
1193,981
1193,8731
1194,982
1195,983
1195,1519
1196,839
1196,977
1196,7734
1196,8732
1197,984
1197,3895
1197,8733
1197,9929
1198,731
1200,985
1200,3112
1200,9610
1201,986
1201,8734
1201,9920
1202,987
1203,172
1203,8735
1204,114
1204,988
1204,1523
1205,989
1206,990
1206,6939
1207,991
1208,711
1208,7502
1208,8580
1208,8736
1209,23
1209,1090
1210,125
1211,992
1211,8737
1212,894
1212,993
1212,1533
1212,6830
1212,13114
1213,994
1213,8738
1214,995
1214,8739
1215,159
1215,8740
1216,943
1216,8741
1217,10
1217,936
1217,996
1217,3884
1218,45
1218,997
1219,998
1219,2865
1219,4626
1219,7476
1220,999
1221,23
1221,4233
1222,195
1222,387
1222,4312
1223,1000
1223,1492
1223,8742
1223,11792
1223,12819
1224,714
1224,8646
1224,11758
1225,1001
1225,1293
1225,10879
1226,1002
1227,623
1227,1003
1227,8567
1228,1004
1228,8743
1229,1005
1229,8744
1229,11793
1230,688
1230,889
1231,23
1231,1090
1232,1006
1233,1007
1234,1008
1235,1009
1236,1010
1238,412
1238,589
1238,978
1239,865
1239,8696
1240,1011
1241,1012
1241,3911
1242,842
1242,1013
1242,1327
1242,11833
1243,744
1244,1014
1245,758
1246,380
1246,814
1246,8067
1247,1015
1248,1016
1249,151
1249,503
1250,1017
1250,8745
1251,1018
1252,1019
1253,1020
1254,1021
1254,8746
1255,265
1256,23
1256,1022
1257,633
1257,1570
1257,3521
1257,4477
1258,1023
1258,6332
1258,8747
1258,11386
1259,153
1260,1024
1261,1025
1262,45
1262,997
1263,1026
1264,99
1265,296
1266,1027
1267,1028
1268,1029
1268,1465
1269,1030
1269,2427
1270,978
1270,1031
1271,1032
1272,350
1272,1033
1273,1034
1274,395
1274,1035
1275,23
1276,1036
1276,1880
1276,9071
1277,1037
1277,8748
1278,1038
1279,1039
1279,6490
1279,8122
1280,862
1280,1040
1280,11794
1281,1041
1282,288
1283,1042
1284,1043
1284,8749
1285,1044
1285,1347
1285,1502
1285,4175
1285,10063
1285,11759
1285,12298
1287,380
1287,672
1287,754
1287,8750
1288,1045
1289,1046
1290,1047
1291,1048
1291,1434
1292,1049
1292,8751
1293,1050
1294,41
1294,1051
1294,1602
1294,8752
1295,366
1295,545
1295,8534
1296,998
1296,1052
1296,4626
1297,490
1297,1053
1299,1054
1299,8753
1300,1055
1301,1056
1301,1300
1301,8754
1302,1057
1302,8755
1303,1058
1303,2362
1304,631
1304,1059
1305,1060
1305,8756
1306,1061
1307,58
1307,4909
1307,6820
1308,1062
1309,1063
1309,1602
1309,8757
1309,12820
1310,1064
1310,4944
1310,11795
1311,240
1311,875
1311,5300
1312,1065
1312,8758
1313,1066
1314,1067
1315,1068
1315,1917
1316,1069
1316,1745
1316,2478
1317,1070
1318,1071
1318,3779
1319,1072
1319,8759
1320,1073
1320,1602
1321,1074
1322,1075
1322,8760
1322,11796
1322,12821
1323,1076
1323,3616
1323,3967
1323,12245
1324,489
1324,8761
1325,851
1325,1077
1326,360
1326,505
1327,862
1327,1040
1327,11797
1328,1078
1329,1079
1330,1080
1330,8662
1331,1081
1331,1194
1332,1082
1332,8762
1332,11798
1332,12822
1333,554
1334,1083
1334,8763
1334,11799
1335,1084
1336,687
1337,1085
1338,1086
1338,8764
1338,11800
1339,695
1339,753
1339,756
1340,1087
1341,79
1341,367
1341,7304
1342,1088
1342,2437
1342,3419
1342,6374
1342,12178
1343,1089
1343,8765
1344,244
1345,23
1345,1090
1346,1091
1347,423
1347,1092
1347,8766
1347,12123
1348,1093
1349,1094
1349,8767
1349,11801
1349,12823
1350,332
1350,8517
1351,551
1351,8768
1352,1095
1353,471
1354,58
1354,420
1354,1328
1354,1427
1354,3329
1355,336
1355,3534
1355,6489
1355,12824
1356,1096
1356,8769
1357,1097
1357,8770
1358,943
1359,332
1359,7337
1359,8771
1359,11802
1360,1098
1360,5170
1360,10408
1361,1099
1361,1194
1362,509
1363,840
1364,253
1364,2051
1365,1100
1365,8772
1366,1101
1366,2932
1366,8773
1367,1102
1367,8774
1368,1103
1368,3104
1368,8775
1368,12825
1369,1104
1370,611
1370,1105
1370,8776
1370,11803
1371,1106
1372,452
1372,917
1372,1107
1372,10106
1373,681
1374,1108
1374,8777
1375,1109
1375,1697
1375,3833
1376,1110
1376,8754
1376,11804
1377,7533
1377,12642
1378,704
1378,1111
1379,1112
1380,1113
1380,8778
1381,1114
1382,34
1382,1115
1383,46
1383,1713
1383,4253
1383,4607
1384,1116
1385,1117
1386,167
1387,162
1387,511
1389,1118
1389,8779
1391,206
1391,1119
1391,11700
1392,1120
1392,2715
1393,884
1394,23
1394,1090
1395,1121
1396,213
1396,8780
1397,1122
1397,8781
1397,11805
1398,1123
1399,1124
1399,2167
1400,1125
1401,593
1401,1126
1402,1127
1403,1128
1404,1129
1404,5108
1404,5302
1404,12826
1405,75
1406,1130
1406,3351
1407,1131
1407,8782
1408,1132
1409,1133
1409,8783
1410,1134
1410,8784
1410,11806
1410,12827
1411,1135
1412,205
1413,1136
1414,1137
1414,8785
1415,546
1415,930
1416,1138
1417,1139
1417,1257
1417,8786
1418,1025
1418,1140
1418,1986
1419,1141
1420,494
1420,1123
1420,8787
1421,1142
1422,1143
1422,8788
1423,1144
1423,5748
1423,5955
1423,12828
1424,1145
1424,2206
1425,653
1425,1146
1426,1147
1426,8789
1426,11807
1427,909
1427,939
1428,181
1428,1611
1428,11808
1428,12829
1429,1148
1430,1149
1431,1150
1431,8790
1432,1151
1433,1114
1433,1152
1433,3318
1434,1153
1434,8791
1435,1154
1435,2342
1436,1155
1436,8792
1436,11809
1437,1156
1437,1224
1438,1157
1438,3894
1439,1158
1439,8793
1439,11810
1440,31
1440,245
1440,9837
1441,47
1442,1159
1443,1160
1444,1161
1444,8794
1444,11811
1445,1162
1445,3408
1445,8787
1446,1163
1447,1164
1447,3315
1447,8795
1448,1165
1449,1166
1451,1167
1452,1168
1453,1169
1453,1351
1453,4794
1454,1170
1455,586
1456,1171
1457,1172
1458,1173
1458,8796
1459,1174
1459,8447
1459,8797
